,Recency,Frequency,Monetary,Time,Diversity,R_score,F_score,M_score,T_score,D_score,RFMTD_Score,Cluster,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,R_Cluster,F_Cluster,M_Cluster,T_Cluster,D_Cluster,OverallScore,Segment
181,267,1,177.15,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
182,130,1,919.61,0,22,2,1,4,"(-0.001, 29.0]",2,"214(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
183,1,4,729.27,365,99,5,4,3,"(277.0, 373.0]",5,"543(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
184,3,26,12627.94,363,95,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,1,10,High-Value
185,4,5,220.10000000000002,136,2,5,4,1,"(29.0, 167.0]",1,"541(29.0, 167.0]1",3,1,3,0,3,0,0,1,0,4,Low-Value
186,179,1,58.08,0,6,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
187,12,11,28337.38,359,503,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,1,3,2,10,High-Value
188,126,9,3613.63,212,63,2,5,5,"(167.0, 277.0]",4,"255(167.0, 277.0]4",3,1,3,0,2,1,0,2,0,5,Low-Value
189,4,2,303.75,71,15,5,2,2,"(29.0, 167.0]",2,"522(29.0, 167.0]2",0,2,2,0,3,0,0,1,0,4,Low-Value
190,158,2,416.08000000000004,137,17,2,2,2,"(29.0, 167.0]",2,"222(29.0, 167.0]2",3,1,3,0,1,0,0,1,0,2,Low-Value
191,3,97,58825.83,366,636,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,3,2,3,2,13,High-Value
192,9,14,8910.82,364,98,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,1,3,1,9,High-Value
193,28,1,345.82,0,21,4,1,2,"(-0.001, 29.0]",2,"412(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
194,71,5,477.83,288,19,3,4,3,"(277.0, 373.0]",2,"343(277.0, 373.0]2",1,3,1,0,2,0,0,3,0,5,Low-Value
195,276,8,7832.47,97,97,1,5,5,"(29.0, 167.0]",5,"155(29.0, 167.0]5",2,0,0,0,0,1,1,1,1,4,Low-Value
196,21,12,1927.3200000000002,347,4,4,5,4,"(277.0, 373.0]",1,"454(277.0, 373.0]1",1,3,1,0,3,1,0,3,0,7,Mid-Value
197,71,1,74.39999999999999,0,6,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
198,33,10,6010.42,327,214,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
199,1,28,28882.44,316,156,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,1,10,High-Value
200,99,1,207.35999999999999,0,1,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
201,234,1,101.19,0,8,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
202,1,24,6424.09,363,140,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,0,3,1,9,High-Value
203,40,1,243.94,0,8,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
204,3,6,1098.48,351,14,5,5,4,"(277.0, 373.0]",2,"554(277.0, 373.0]2",1,3,1,0,3,1,0,3,0,7,Mid-Value
205,133,1,76.5,0,1,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
206,44,4,1531.6200000000001,289,54,3,4,4,"(277.0, 373.0]",4,"344(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
207,373,1,350.06,0,10,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
208,60,2,786.54,97,41,3,2,3,"(29.0, 167.0]",3,"323(29.0, 167.0]3",0,2,2,0,2,0,0,1,0,3,Low-Value
209,31,7,1488.67,279,109,4,5,4,"(277.0, 373.0]",5,"454(277.0, 373.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
210,1,24,12245.960000000001,365,95,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,1,10,High-Value
211,12,4,2294.78,172,88,5,4,5,"(167.0, 277.0]",4,"545(167.0, 277.0]4",3,1,3,0,3,0,0,1,1,5,Low-Value
212,138,1,501.14,0,30,2,1,3,"(-0.001, 29.0]",3,"213(-0.001, 29.0]3",0,2,2,0,1,0,0,0,0,1,Low-Value
213,22,8,984.91,350,66,4,5,4,"(277.0, 373.0]",4,"454(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
214,20,5,1197.81,269,68,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",1,3,1,0,3,0,0,2,0,5,Low-Value
215,239,1,30.599999999999998,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
216,269,1,283.73,0,50,1,1,2,"(-0.001, 29.0]",4,"112(-0.001, 29.0]4",2,0,0,0,0,0,0,0,0,0,Low-Value
217,94,2,922.39,146,54,2,2,4,"(29.0, 167.0]",4,"224(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
218,90,3,3866.33,269,185,2,3,5,"(167.0, 277.0]",5,"235(167.0, 277.0]5",1,3,1,0,2,0,0,2,1,5,Low-Value
219,5,8,2099.64,361,124,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
220,78,1,259.17,0,15,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
221,94,1,64.0,0,2,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
222,23,3,1073.3,164,30,4,3,4,"(29.0, 167.0]",3,"434(29.0, 167.0]3",3,1,3,0,3,0,0,1,0,4,Low-Value
223,262,1,77.3,0,3,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
224,274,2,109.8,30,7,1,2,1,"(29.0, 167.0]",1,"121(29.0, 167.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
225,86,4,1793.58,154,94,2,4,4,"(29.0, 167.0]",5,"244(29.0, 167.0]5",3,1,3,0,2,0,0,1,1,4,Low-Value
226,197,1,3096.0,0,1,1,1,5,"(-0.001, 29.0]",1,"115(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
227,56,5,2607.61,156,94,3,4,5,"(29.0, 167.0]",5,"345(29.0, 167.0]5",3,1,3,0,2,0,0,1,1,4,Low-Value
228,11,8,3650.41,298,345,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
229,22,6,962.39,350,31,4,5,4,"(277.0, 373.0]",3,"454(277.0, 373.0]3",1,3,1,0,3,1,0,3,0,7,Mid-Value
230,16,7,5064.94,243,132,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
231,108,3,423.72,258,40,2,3,2,"(167.0, 277.0]",3,"232(167.0, 277.0]3",3,1,1,0,2,0,0,2,0,4,Low-Value
232,85,5,2388.75,230,113,2,4,5,"(167.0, 277.0]",5,"245(167.0, 277.0]5",3,1,1,0,2,0,0,2,1,5,Low-Value
233,19,1,307.09,0,23,4,1,2,"(-0.001, 29.0]",2,"412(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
234,333,1,110.95,0,3,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
235,40,4,618.52,332,5,3,4,3,"(277.0, 373.0]",1,"343(277.0, 373.0]1",1,3,1,0,3,0,0,3,0,6,Mid-Value
236,26,1,228.91,0,16,4,1,1,"(-0.001, 29.0]",2,"411(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
237,10,4,712.8000000000001,89,1,5,4,3,"(29.0, 167.0]",1,"543(29.0, 167.0]1",0,2,2,0,3,0,0,1,0,4,Low-Value
238,29,12,3707.12,335,231,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
239,14,4,1676.06,274,76,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",1,3,1,0,3,0,0,2,1,6,Mid-Value
240,296,1,1257.8700000000001,0,73,1,1,4,"(-0.001, 29.0]",4,"114(-0.001, 29.0]4",2,0,0,0,0,0,0,0,1,1,Low-Value
241,6,1,486.22,0,15,5,1,3,"(-0.001, 29.0]",2,"513(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
242,33,4,971.76,335,67,4,4,4,"(277.0, 373.0]",4,"444(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
243,49,4,1741.22,248,69,3,4,4,"(167.0, 277.0]",4,"344(167.0, 277.0]4",3,1,1,0,2,0,0,2,1,5,Low-Value
244,95,4,1201.06,224,59,2,4,4,"(167.0, 277.0]",4,"244(167.0, 277.0]4",3,1,1,0,2,0,0,2,0,4,Low-Value
245,9,4,1437.85,106,114,5,4,4,"(29.0, 167.0]",5,"544(29.0, 167.0]5",3,1,2,0,3,0,0,1,1,5,Low-Value
246,22,1,91.8,0,4,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
247,313,1,112.75,0,8,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
248,122,4,1688.29,212,74,2,4,4,"(167.0, 277.0]",4,"244(167.0, 277.0]4",3,1,3,0,2,0,0,2,1,5,Low-Value
249,46,2,1021.48,305,40,3,2,4,"(277.0, 373.0]",3,"324(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
250,283,1,417.2,0,39,1,1,2,"(-0.001, 29.0]",3,"112(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
251,19,4,791.33,125,51,4,4,3,"(29.0, 167.0]",4,"443(29.0, 167.0]4",3,1,3,0,3,0,0,1,0,4,Low-Value
252,36,4,1319.19,281,102,3,4,4,"(277.0, 373.0]",5,"344(277.0, 373.0]5",1,3,1,0,3,0,0,2,1,6,Mid-Value
253,64,2,712.88,188,11,3,2,3,"(167.0, 277.0]",1,"323(167.0, 277.0]1",3,1,3,0,2,0,0,2,0,4,Low-Value
254,27,1,116.00999999999999,0,29,4,1,1,"(-0.001, 29.0]",3,"411(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
255,22,3,468.41,277,37,4,3,3,"(167.0, 277.0]",3,"433(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
256,4,2,353.65,363,41,5,2,2,"(277.0, 373.0]",3,"522(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
257,16,3,2817.03,352,228,4,3,5,"(277.0, 373.0]",5,"435(277.0, 373.0]5",1,3,1,0,3,0,0,3,2,8,High-Value
258,46,1,492.84,0,66,3,1,3,"(-0.001, 29.0]",4,"313(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
259,65,1,282.45,0,17,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
260,26,11,5725.47,334,95,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
261,45,1,121.18,0,11,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
262,8,9,3957.78,326,51,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
263,15,10,1701.29,275,138,4,5,4,"(167.0, 277.0]",5,"454(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
264,268,1,71.4,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
265,40,3,1575.89,89,69,3,3,4,"(29.0, 167.0]",4,"334(29.0, 167.0]4",0,2,2,0,3,0,0,1,1,5,Low-Value
266,337,1,236.02,0,37,1,1,1,"(-0.001, 29.0]",3,"111(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
267,11,1,114.60000000000001,0,2,5,1,1,"(-0.001, 29.0]",1,"511(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
268,19,2,260.68,96,29,4,2,2,"(29.0, 167.0]",3,"422(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
269,95,2,911.94,109,57,2,2,4,"(29.0, 167.0]",4,"224(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
270,61,1,117.88,0,22,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
271,136,1,60.7,0,3,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
272,11,4,1797.78,250,97,5,4,4,"(167.0, 277.0]",5,"544(167.0, 277.0]5",1,3,1,0,3,0,0,2,1,6,Mid-Value
273,10,6,3401.2400000000002,351,199,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
274,4,38,9817.12,363,48,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,2,1,3,0,9,High-Value
275,19,4,870.09,107,42,4,4,3,"(29.0, 167.0]",3,"443(29.0, 167.0]3",3,1,2,0,3,0,0,1,0,4,Low-Value
276,10,4,869.46,232,56,5,4,3,"(167.0, 277.0]",4,"543(167.0, 277.0]4",3,1,1,0,3,0,0,2,0,5,Low-Value
277,15,2,250.26000000000002,135,7,4,2,2,"(29.0, 167.0]",1,"422(29.0, 167.0]1",3,1,3,0,3,0,0,1,0,4,Low-Value
278,59,6,1223.9,250,124,3,5,4,"(167.0, 277.0]",5,"354(167.0, 277.0]5",3,1,1,0,2,1,0,2,1,6,Mid-Value
279,30,8,5891.61,331,255,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
280,94,1,353.48,0,22,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
281,10,3,1197.42,350,45,5,3,4,"(277.0, 373.0]",3,"534(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
282,20,3,788.08,41,128,4,3,3,"(29.0, 167.0]",5,"433(29.0, 167.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
283,57,5,1520.58,142,82,3,4,4,"(29.0, 167.0]",4,"344(29.0, 167.0]4",3,1,3,0,2,0,0,1,1,4,Low-Value
284,268,1,333.74,0,5,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
285,122,3,533.98,34,3,2,3,3,"(29.0, 167.0]",1,"233(29.0, 167.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
286,127,1,62.63999999999999,0,5,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
287,78,4,819.2900000000001,158,18,2,4,3,"(29.0, 167.0]",2,"243(29.0, 167.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
288,240,2,847.41,119,62,1,2,3,"(29.0, 167.0]",4,"123(29.0, 167.0]4",2,0,0,0,1,0,0,1,0,2,Low-Value
289,200,2,163.20000000000002,31,5,1,2,1,"(29.0, 167.0]",1,"121(29.0, 167.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
290,60,2,2155.95,91,101,3,2,5,"(29.0, 167.0]",5,"325(29.0, 167.0]5",0,2,2,0,2,0,0,1,1,4,Low-Value
291,3,7,6463.84,358,23,5,5,5,"(277.0, 373.0]",2,"555(277.0, 373.0]2",1,3,1,0,3,1,0,3,0,7,Mid-Value
292,273,1,108.21000000000001,0,16,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
293,202,1,257.7,0,9,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
294,81,1,358.0,0,2,2,1,2,"(-0.001, 29.0]",1,"212(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
295,226,1,160.95,0,10,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
296,4,14,2806.97,360,393,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
297,13,7,1357.6,230,147,5,5,4,"(167.0, 277.0]",5,"554(167.0, 277.0]5",3,1,1,0,3,1,0,2,1,7,Mid-Value
298,74,2,605.12,261,43,2,2,3,"(167.0, 277.0]",3,"223(167.0, 277.0]3",3,1,1,0,2,0,0,2,0,4,Low-Value
299,212,1,1031.07,0,53,1,1,4,"(-0.001, 29.0]",4,"114(-0.001, 29.0]4",2,0,0,0,1,0,0,0,0,1,Low-Value
300,24,2,744.85,82,34,4,2,3,"(29.0, 167.0]",3,"423(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
301,17,4,700.73,343,20,4,4,3,"(277.0, 373.0]",2,"443(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
302,262,1,329.56,0,21,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
303,96,4,663.65,269,59,2,4,3,"(167.0, 277.0]",4,"243(167.0, 277.0]4",3,1,1,0,2,0,0,2,0,4,Low-Value
304,112,3,270.40000000000003,101,12,2,3,2,"(29.0, 167.0]",1,"232(29.0, 167.0]1",3,1,3,0,2,0,0,1,0,3,Low-Value
305,203,1,600.07,0,56,1,1,3,"(-0.001, 29.0]",4,"113(-0.001, 29.0]4",2,0,0,0,1,0,0,0,0,1,Low-Value
306,93,1,121.74000000000001,0,27,2,1,1,"(-0.001, 29.0]",3,"211(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
307,51,1,430.5,0,16,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
308,18,6,1987.3,312,110,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
309,18,4,501.12,64,18,4,4,3,"(29.0, 167.0]",2,"443(29.0, 167.0]2",0,2,2,0,3,0,0,1,0,4,Low-Value
310,125,2,465.68,64,25,2,2,3,"(29.0, 167.0]",2,"223(29.0, 167.0]2",0,2,0,0,2,0,0,1,0,3,Low-Value
311,92,3,711.41,168,21,2,3,3,"(167.0, 277.0]",2,"233(167.0, 277.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
312,157,2,1030.4,182,35,2,2,4,"(167.0, 277.0]",3,"224(167.0, 277.0]3",3,1,3,0,1,0,0,2,0,3,Low-Value
313,9,2,399.51,364,13,5,2,2,"(277.0, 373.0]",2,"522(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
314,12,3,698.58,193,28,5,3,3,"(167.0, 277.0]",3,"533(167.0, 277.0]3",3,1,3,0,3,0,0,2,0,5,Low-Value
315,62,1,292.32,0,77,3,1,2,"(-0.001, 29.0]",4,"312(-0.001, 29.0]4",0,2,2,0,2,0,0,0,1,3,Low-Value
316,61,1,557.62,0,8,3,1,3,"(-0.001, 29.0]",1,"313(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
317,269,2,944.1,17,8,1,2,4,"(-0.001, 29.0]",1,"124(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
318,263,1,200.29,0,11,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
319,1,35,7454.07,323,450,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,2,11,High-Value
320,53,5,2107.66,220,66,3,4,5,"(167.0, 277.0]",4,"345(167.0, 277.0]4",3,1,1,0,2,0,0,2,0,4,Low-Value
321,11,12,3834.2599999999998,245,82,5,5,5,"(167.0, 277.0]",4,"555(167.0, 277.0]4",1,3,1,0,3,1,0,2,1,7,Mid-Value
322,3,19,4521.49,364,88,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
323,18,11,3214.69,249,257,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,2,8,High-Value
324,1,15,5346.2300000000005,368,177,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
325,366,1,590.0,0,1,1,1,3,"(-0.001, 29.0]",1,"113(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
326,37,1,217.38,0,79,3,1,1,"(-0.001, 29.0]",4,"311(-0.001, 29.0]4",0,2,2,0,3,0,0,0,1,4,Low-Value
327,31,2,276.56,58,15,4,2,2,"(29.0, 167.0]",2,"422(29.0, 167.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
328,113,1,138.98,0,16,2,1,1,"(-0.001, 29.0]",2,"211(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
329,64,2,590.9300000000001,36,30,3,2,3,"(29.0, 167.0]",3,"323(29.0, 167.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
330,16,4,258.4,117,5,4,4,2,"(29.0, 167.0]",1,"442(29.0, 167.0]1",3,1,2,0,3,0,0,1,0,4,Low-Value
331,41,1,542.73,0,46,3,1,3,"(-0.001, 29.0]",3,"313(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
332,78,1,137.75,0,9,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
333,122,3,814.86,214,67,2,3,3,"(167.0, 277.0]",4,"233(167.0, 277.0]4",3,1,3,0,2,0,0,2,0,4,Low-Value
334,18,3,1132.14,202,29,4,3,4,"(167.0, 277.0]",3,"434(167.0, 277.0]3",3,1,3,0,3,0,0,2,0,5,Low-Value
335,60,2,93.66,125,7,3,2,1,"(29.0, 167.0]",1,"321(29.0, 167.0]1",3,1,3,0,2,0,0,1,0,3,Low-Value
336,331,1,201.19,0,13,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
337,23,4,2709.12,266,157,4,4,5,"(167.0, 277.0]",5,"445(167.0, 277.0]5",1,3,1,0,3,0,0,2,1,6,Mid-Value
338,156,1,361.11,0,41,2,1,2,"(-0.001, 29.0]",3,"212(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
339,39,2,578.9399999999999,245,29,3,2,3,"(167.0, 277.0]",3,"323(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
340,190,2,873.74,59,48,1,2,3,"(29.0, 167.0]",3,"123(29.0, 167.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
341,360,1,201.20000000000002,0,10,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
342,137,1,87.4,0,5,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
343,8,4,2089.85,59,52,5,4,5,"(29.0, 167.0]",4,"545(29.0, 167.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
344,1,1,360.0,0,2,5,1,2,"(-0.001, 29.0]",1,"512(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
345,268,1,142.5,0,5,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
346,169,1,371.89,0,20,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
347,104,4,618.09,188,75,2,4,3,"(167.0, 277.0]",4,"243(167.0, 277.0]4",3,1,3,0,2,0,0,2,1,5,Low-Value
348,155,1,63.75,0,1,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
349,351,1,300.42,0,21,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
350,4,10,2000.86,368,50,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
351,120,1,15.0,0,1,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
352,23,3,1385.51,180,49,4,3,4,"(167.0, 277.0]",4,"434(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
353,7,5,1456.79,301,82,5,4,4,"(277.0, 373.0]",4,"544(277.0, 373.0]4",1,3,1,0,3,0,0,3,1,7,Mid-Value
354,28,3,1132.03,296,65,4,3,4,"(277.0, 373.0]",4,"434(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
355,4,2,598.57,145,25,5,2,3,"(29.0, 167.0]",2,"523(29.0, 167.0]2",3,1,3,0,3,0,0,1,0,4,Low-Value
356,22,5,1555.32,317,47,4,4,4,"(277.0, 373.0]",3,"444(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
357,2,3,775.94,72,55,5,3,3,"(29.0, 167.0]",4,"533(29.0, 167.0]4",0,2,2,0,3,0,0,1,0,4,Low-Value
358,37,4,5977.7300000000005,217,66,3,4,5,"(167.0, 277.0]",4,"345(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
359,66,6,2273.68,292,100,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,2,1,0,3,1,7,Mid-Value
360,1,3,640.76,36,14,5,3,3,"(29.0, 167.0]",2,"533(29.0, 167.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
361,5,26,10845.550000000001,360,209,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,2,11,High-Value
362,78,4,1548.7,135,77,2,4,4,"(29.0, 167.0]",4,"244(29.0, 167.0]4",3,1,3,0,2,0,0,1,1,4,Low-Value
363,72,2,567.36,14,10,2,2,3,"(-0.001, 29.0]",1,"223(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
